Ref_Date,GEO,DWELCODE,FUELTYPE,CONSUMPTION,Vector,Coordinate,Value
2011,Canada,Mobile home,Natural gas,Proportion of total energy (percent),v101904505,1.7.3.3,57.2
2013,Canada,Mobile home,Natural gas,Proportion of total energy (percent),v101904505,1.7.3.3,33.7
2015,Canada,Mobile home,Natural gas,Proportion of total energy (percent),v101904505,1.7.3.3,51.9
2011,Canada,Mobile home,Natural gas,Number of households,v101904506,1.7.3.4,95143
2013,Canada,Mobile home,Natural gas,Number of households,v101904506,1.7.3.4,49702
2015,Canada,Mobile home,Natural gas,Number of households,v101904506,1.7.3.4,60536
2011,Canada,Mobile home,Heating oil,Gigajoules,v101904507,1.7.4.1,F
2013,Canada,Mobile home,Heating oil,Gigajoules,v101904507,1.7.4.1,786166
2015,Canada,Mobile home,Heating oil,Gigajoules,v101904507,1.7.4.1,F
2011,Canada,Mobile home,Heating oil,Gigajoules per household,v101904508,1.7.4.2,F
2013,Canada,Mobile home,Heating oil,Gigajoules per household,v101904508,1.7.4.2,70.5
2015,Canada,Mobile home,Heating oil,Gigajoules per household,v101904508,1.7.4.2,F
2011,Canada,Mobile home,Heating oil,Proportion of total energy (percent),v101904509,1.7.4.3,F
2013,Canada,Mobile home,Heating oil,Proportion of total energy (percent),v101904509,1.7.4.3,7.1
2015,Canada,Mobile home,Heating oil,Proportion of total energy (percent),v101904509,1.7.4.3,F
2011,Canada,Mobile home,Heating oil,Number of households,v101904510,1.7.4.4,F
2013,Canada,Mobile home,Heating oil,Number of households,v101904510,1.7.4.4,11144
2015,Canada,Mobile home,Heating oil,Number of households,v101904510,1.7.4.4,F
2011,Newfoundland and Labrador,Single-detached,"Total, all energy types",Gigajoules,v105818702,2.1.1.1,15371165
2013,Newfoundland and Labrador,Single-detached,"Total, all energy types",Gigajoules,v105818702,2.1.1.1,15725218
2015,Newfoundland and Labrador,Single-detached,"Total, all energy types",Gigajoules,v105818702,2.1.1.1,15197464
2011,Newfoundland and Labrador,Single-detached,"Total, all energy types",Gigajoules per household,v105818703,2.1.1.2,93.7
2013,Newfoundland and Labrador,Single-detached,"Total, all energy types",Gigajoules per household,v105818703,2.1.1.2,91.8
2015,Newfoundland and Labrador,Single-detached,"Total, all energy types",Gigajoules per household,v105818703,2.1.1.2,86.9
2011,Newfoundland and Labrador,Single-detached,"Total, all energy types",Number of households,v105818705,2.1.1.4,164067
2013,Newfoundland and Labrador,Single-detached,"Total, all energy types",Number of households,v105818705,2.1.1.4,171205
2015,Newfoundland and Labrador,Single-detached,"Total, all energy types",Number of households,v105818705,2.1.1.4,174944
2011,Newfoundland and Labrador,Single-detached,Electricity,Gigajoules,v105818706,2.1.2.1,11934482
2013,Newfoundland and Labrador,Single-detached,Electricity,Gigajoules,v105818706,2.1.2.1,11742892
2015,Newfoundland and Labrador,Single-detached,Electricity,Gigajoules,v105818706,2.1.2.1,11182649
2011,Newfoundland and Labrador,Single-detached,Electricity,Gigajoules per household,v105818707,2.1.2.2,72.7
2013,Newfoundland and Labrador,Single-detached,Electricity,Gigajoules per household,v105818707,2.1.2.2,68.6
2015,Newfoundland and Labrador,Single-detached,Electricity,Gigajoules per household,v105818707,2.1.2.2,63.9
2011,Newfoundland and Labrador,Single-detached,Electricity,Proportion of total energy (percent),v105818708,2.1.2.3,77.6
2013,Newfoundland and Labrador,Single-detached,Electricity,Proportion of total energy (percent),v105818708,2.1.2.3,74.7
2015,Newfoundland and Labrador,Single-detached,Electricity,Proportion of total energy (percent),v105818708,2.1.2.3,73.6
2011,Newfoundland and Labrador,Single-detached,Electricity,Number of households,v105818709,2.1.2.4,164067
2013,Newfoundland and Labrador,Single-detached,Electricity,Number of households,v105818709,2.1.2.4,171205
2015,Newfoundland and Labrador,Single-detached,Electricity,Number of households,v105818709,2.1.2.4,174944
2011,Newfoundland and Labrador,Single-detached,Natural gas,Gigajoules,v105818710,2.1.3.1,F
2013,Newfoundland and Labrador,Single-detached,Natural gas,Gigajoules,v105818710,2.1.3.1,F
2015,Newfoundland and Labrador,Single-detached,Natural gas,Gigajoules,v105818710,2.1.3.1,F
2011,Newfoundland and Labrador,Single-detached,Natural gas,Gigajoules per household,v105818711,2.1.3.2,F
2013,Newfoundland and Labrador,Single-detached,Natural gas,Gigajoules per household,v105818711,2.1.3.2,F
2015,Newfoundland and Labrador,Single-detached,Natural gas,Gigajoules per household,v105818711,2.1.3.2,F
2011,Newfoundland and Labrador,Single-detached,Natural gas,Proportion of total energy (percent),v105818712,2.1.3.3,F
2013,Newfoundland and Labrador,Single-detached,Natural gas,Proportion of total energy (percent),v105818712,2.1.3.3,F
2015,Newfoundland and Labrador,Single-detached,Natural gas,Proportion of total energy (percent),v105818712,2.1.3.3,F
2011,Newfoundland and Labrador,Single-detached,Natural gas,Number of households,v105818713,2.1.3.4,F
2013,Newfoundland and Labrador,Single-detached,Natural gas,Number of households,v105818713,2.1.3.4,F
2015,Newfoundland and Labrador,Single-detached,Natural gas,Number of households,v105818713,2.1.3.4,F
2011,Newfoundland and Labrador,Single-detached,Heating oil,Gigajoules,v105818714,2.1.4.1,3341202
2013,Newfoundland and Labrador,Single-detached,Heating oil,Gigajoules,v105818714,2.1.4.1,3963195
2015,Newfoundland and Labrador,Single-detached,Heating oil,Gigajoules,v105818714,2.1.4.1,4014816
2011,Newfoundland and Labrador,Single-detached,Heating oil,Gigajoules per household,v105818715,2.1.4.2,67.2
2013,Newfoundland and Labrador,Single-detached,Heating oil,Gigajoules per household,v105818715,2.1.4.2,92.6
2015,Newfoundland and Labrador,Single-detached,Heating oil,Gigajoules per household,v105818715,2.1.4.2,98
2011,Newfoundland and Labrador,Single-detached,Heating oil,Proportion of total energy (percent),v105818716,2.1.4.3,21.7
2013,Newfoundland and Labrador,Single-detached,Heating oil,Proportion of total energy (percent),v105818716,2.1.4.3,25.2
2015,Newfoundland and Labrador,Single-detached,Heating oil,Proportion of total energy (percent),v105818716,2.1.4.3,26.4
2011,Newfoundland and Labrador,Single-detached,Heating oil,Number of households,v105818717,2.1.4.4,49721
2013,Newfoundland and Labrador,Single-detached,Heating oil,Number of households,v105818717,2.1.4.4,42789
2015,Newfoundland and Labrador,Single-detached,Heating oil,Number of households,v105818717,2.1.4.4,40964
2011,Newfoundland and Labrador,Double,"Total, all energy types",Gigajoules,v105818718,2.2.1.1,F
2013,Newfoundland and Labrador,Double,"Total, all energy types",Gigajoules,v105818718,2.2.1.1,F
2015,Newfoundland and Labrador,Double,"Total, all energy types",Gigajoules,v105818718,2.2.1.1,F
2011,Newfoundland and Labrador,Double,"Total, all energy types",Gigajoules per household,v105818719,2.2.1.2,F
2013,Newfoundland and Labrador,Double,"Total, all energy types",Gigajoules per household,v105818719,2.2.1.2,F
2015,Newfoundland and Labrador,Double,"Total, all energy types",Gigajoules per household,v105818719,2.2.1.2,F
2011,Newfoundland and Labrador,Double,"Total, all energy types",Number of households,v105818721,2.2.1.4,F
2013,Newfoundland and Labrador,Double,"Total, all energy types",Number of households,v105818721,2.2.1.4,F
2015,Newfoundland and Labrador,Double,"Total, all energy types",Number of households,v105818721,2.2.1.4,F
2011,Newfoundland and Labrador,Double,Electricity,Gigajoules,v105818722,2.2.2.1,F
2013,Newfoundland and Labrador,Double,Electricity,Gigajoules,v105818722,2.2.2.1,F
2015,Newfoundland and Labrador,Double,Electricity,Gigajoules,v105818722,2.2.2.1,F
2011,Newfoundland and Labrador,Double,Electricity,Gigajoules per household,v105818723,2.2.2.2,F
2013,Newfoundland and Labrador,Double,Electricity,Gigajoules per household,v105818723,2.2.2.2,F
2015,Newfoundland and Labrador,Double,Electricity,Gigajoules per household,v105818723,2.2.2.2,F
2011,Newfoundland and Labrador,Double,Electricity,Proportion of total energy (percent),v105818724,2.2.2.3,F
2013,Newfoundland and Labrador,Double,Electricity,Proportion of total energy (percent),v105818724,2.2.2.3,F
2015,Newfoundland and Labrador,Double,Electricity,Proportion of total energy (percent),v105818724,2.2.2.3,F
2011,Newfoundland and Labrador,Double,Electricity,Number of households,v105818725,2.2.2.4,F
2013,Newfoundland and Labrador,Double,Electricity,Number of households,v105818725,2.2.2.4,F
2015,Newfoundland and Labrador,Double,Electricity,Number of households,v105818725,2.2.2.4,F
2011,Newfoundland and Labrador,Double,Natural gas,Gigajoules,v105818726,2.2.3.1,F
2013,Newfoundland and Labrador,Double,Natural gas,Gigajoules,v105818726,2.2.3.1,F
2015,Newfoundland and Labrador,Double,Natural gas,Gigajoules,v105818726,2.2.3.1,F
2011,Newfoundland and Labrador,Double,Natural gas,Gigajoules per household,v105818727,2.2.3.2,F
2013,Newfoundland and Labrador,Double,Natural gas,Gigajoules per household,v105818727,2.2.3.2,F
2015,Newfoundland and Labrador,Double,Natural gas,Gigajoules per household,v105818727,2.2.3.2,F
2011,Newfoundland and Labrador,Double,Natural gas,Proportion of total energy (percent),v105818728,2.2.3.3,F
2013,Newfoundland and Labrador,Double,Natural gas,Proportion of total energy (percent),v105818728,2.2.3.3,F
2015,Newfoundland and Labrador,Double,Natural gas,Proportion of total energy (percent),v105818728,2.2.3.3,F
2011,Newfoundland and Labrador,Double,Natural gas,Number of households,v105818729,2.2.3.4,F
2013,Newfoundland and Labrador,Double,Natural gas,Number of households,v105818729,2.2.3.4,F
2015,Newfoundland and Labrador,Double,Natural gas,Number of households,v105818729,2.2.3.4,F
2011,Newfoundland and Labrador,Double,Heating oil,Gigajoules,v105818730,2.2.4.1,F
2013,Newfoundland and Labrador,Double,Heating oil,Gigajoules,v105818730,2.2.4.1,F
2015,Newfoundland and Labrador,Double,Heating oil,Gigajoules,v105818730,2.2.4.1,F
2011,Newfoundland and Labrador,Double,Heating oil,Gigajoules per household,v105818731,2.2.4.2,F
2013,Newfoundland and Labrador,Double,Heating oil,Gigajoules per household,v105818731,2.2.4.2,F
2015,Newfoundland and Labrador,Double,Heating oil,Gigajoules per household,v105818731,2.2.4.2,F
2011,Newfoundland and Labrador,Double,Heating oil,Proportion of total energy (percent),v105818732,2.2.4.3,F
2013,Newfoundland and Labrador,Double,Heating oil,Proportion of total energy (percent),v105818732,2.2.4.3,F
2015,Newfoundland and Labrador,Double,Heating oil,Proportion of total energy (percent),v105818732,2.2.4.3,F
2011,Newfoundland and Labrador,Double,Heating oil,Number of households,v105818733,2.2.4.4,F
2013,Newfoundland and Labrador,Double,Heating oil,Number of households,v105818733,2.2.4.4,F
2015,Newfoundland and Labrador,Double,Heating oil,Number of households,v105818733,2.2.4.4,F
2011,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Gigajoules,v105818734,2.3.1.1,F
2013,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Gigajoules,v105818734,2.3.1.1,F
2015,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Gigajoules,v105818734,2.3.1.1,F
2011,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Gigajoules per household,v105818735,2.3.1.2,F
2013,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Gigajoules per household,v105818735,2.3.1.2,F
2015,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Gigajoules per household,v105818735,2.3.1.2,F
2011,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Number of households,v105818737,2.3.1.4,F
2013,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Number of households,v105818737,2.3.1.4,F
2015,Newfoundland and Labrador,Row or terrace,"Total, all energy types",Number of households,v105818737,2.3.1.4,F
2011,Newfoundland and Labrador,Row or terrace,Electricity,Gigajoules,v105818738,2.3.2.1,F
2013,Newfoundland and Labrador,Row or terrace,Electricity,Gigajoules,v105818738,2.3.2.1,F
2015,Newfoundland and Labrador,Row or terrace,Electricity,Gigajoules,v105818738,2.3.2.1,F
2011,Newfoundland and Labrador,Row or terrace,Electricity,Gigajoules per household,v105818739,2.3.2.2,F
2013,Newfoundland and Labrador,Row or terrace,Electricity,Gigajoules per household,v105818739,2.3.2.2,F
2015,Newfoundland and Labrador,Row or terrace,Electricity,Gigajoules per household,v105818739,2.3.2.2,F
2011,Newfoundland and Labrador,Row or terrace,Electricity,Proportion of total energy (percent),v105818740,2.3.2.3,F
2013,Newfoundland and Labrador,Row or terrace,Electricity,Proportion of total energy (percent),v105818740,2.3.2.3,F
2015,Newfoundland and Labrador,Row or terrace,Electricity,Proportion of total energy (percent),v105818740,2.3.2.3,F
2011,Newfoundland and Labrador,Row or terrace,Electricity,Number of households,v105818741,2.3.2.4,F
2013,Newfoundland and Labrador,Row or terrace,Electricity,Number of households,v105818741,2.3.2.4,F
2015,Newfoundland and Labrador,Row or terrace,Electricity,Number of households,v105818741,2.3.2.4,F
2011,Newfoundland and Labrador,Row or terrace,Natural gas,Gigajoules,v105818742,2.3.3.1,F
2013,Newfoundland and Labrador,Row or terrace,Natural gas,Gigajoules,v105818742,2.3.3.1,F
2015,Newfoundland and Labrador,Row or terrace,Natural gas,Gigajoules,v105818742,2.3.3.1,F
2011,Newfoundland and Labrador,Row or terrace,Natural gas,Gigajoules per household,v105818743,2.3.3.2,F
2013,Newfoundland and Labrador,Row or terrace,Natural gas,Gigajoules per household,v105818743,2.3.3.2,F
2015,Newfoundland and Labrador,Row or terrace,Natural gas,Gigajoules per household,v105818743,2.3.3.2,F
2011,Newfoundland and Labrador,Row or terrace,Natural gas,Proportion of total energy (percent),v105818744,2.3.3.3,F
2013,Newfoundland and Labrador,Row or terrace,Natural gas,Proportion of total energy (percent),v105818744,2.3.3.3,F
2015,Newfoundland and Labrador,Row or terrace,Natural gas,Proportion of total energy (percent),v105818744,2.3.3.3,F
2011,Newfoundland and Labrador,Row or terrace,Natural gas,Number of households,v105818745,2.3.3.4,F
2013,Newfoundland and Labrador,Row or terrace,Natural gas,Number of households,v105818745,2.3.3.4,F
2015,Newfoundland and Labrador,Row or terrace,Natural gas,Number of households,v105818745,2.3.3.4,F
2011,Newfoundland and Labrador,Row or terrace,Heating oil,Gigajoules,v105818746,2.3.4.1,F
2013,Newfoundland and Labrador,Row or terrace,Heating oil,Gigajoules,v105818746,2.3.4.1,F
2015,Newfoundland and Labrador,Row or terrace,Heating oil,Gigajoules,v105818746,2.3.4.1,F
2011,Newfoundland and Labrador,Row or terrace,Heating oil,Gigajoules per household,v105818747,2.3.4.2,F
2013,Newfoundland and Labrador,Row or terrace,Heating oil,Gigajoules per household,v105818747,2.3.4.2,F
2015,Newfoundland and Labrador,Row or terrace,Heating oil,Gigajoules per household,v105818747,2.3.4.2,F
2011,Newfoundland and Labrador,Row or terrace,Heating oil,Proportion of total energy (percent),v105818748,2.3.4.3,F
2013,Newfoundland and Labrador,Row or terrace,Heating oil,Proportion of total energy (percent),v105818748,2.3.4.3,F
2015,Newfoundland and Labrador,Row or terrace,Heating oil,Proportion of total energy (percent),v105818748,2.3.4.3,F
2011,Newfoundland and Labrador,Row or terrace,Heating oil,Number of households,v105818749,2.3.4.4,F
2013,Newfoundland and Labrador,Row or terrace,Heating oil,Number of households,v105818749,2.3.4.4,F
2015,Newfoundland and Labrador,Row or terrace,Heating oil,Number of households,v105818749,2.3.4.4,F
2011,Newfoundland and Labrador,Duplex,"Total, all energy types",Gigajoules,v105818750,2.4.1.1,F
2013,Newfoundland and Labrador,Duplex,"Total, all energy types",Gigajoules,v105818750,2.4.1.1,F
2015,Newfoundland and Labrador,Duplex,"Total, all energy types",Gigajoules,v105818750,2.4.1.1,F
2011,Newfoundland and Labrador,Duplex,"Total, all energy types",Gigajoules per household,v105818751,2.4.1.2,F
2013,Newfoundland and Labrador,Duplex,"Total, all energy types",Gigajoules per household,v105818751,2.4.1.2,F
2015,Newfoundland and Labrador,Duplex,"Total, all energy types",Gigajoules per household,v105818751,2.4.1.2,F
2011,Newfoundland and Labrador,Duplex,"Total, all energy types",Number of households,v105818753,2.4.1.4,F
2013,Newfoundland and Labrador,Duplex,"Total, all energy types",Number of households,v105818753,2.4.1.4,F
2015,Newfoundland and Labrador,Duplex,"Total, all energy types",Number of households,v105818753,2.4.1.4,F
2011,Newfoundland and Labrador,Duplex,Electricity,Gigajoules,v105818754,2.4.2.1,F
2013,Newfoundland and Labrador,Duplex,Electricity,Gigajoules,v105818754,2.4.2.1,F
2015,Newfoundland and Labrador,Duplex,Electricity,Gigajoules,v105818754,2.4.2.1,F
2011,Newfoundland and Labrador,Duplex,Electricity,Gigajoules per household,v105818755,2.4.2.2,F
2013,Newfoundland and Labrador,Duplex,Electricity,Gigajoules per household,v105818755,2.4.2.2,F
